"Symbol","logFC","logCPM","F","PValue","FDR"
"LRRC8D",-1.80046959311186,2.97019886296907,40.4113807682075,0.00021898413938178,0.00760294539564879
"KIAA1671",-1.66487858511616,6.02777084076461,40.339681810153,0.000220311380308713,0.00761121000420375
"ZFP90",-2.02647915846595,3.66002627351034,40.3363686697049,0.000220372953705022,0.00761121000420375
"AL136537.2",-1.73223635802114,2.33133151285101,40.2445158613309,0.000222088603954515,0.00763827182652452
"ZFP36",4.17073180382263,4.48269080685005,40.2326550802651,0.000222311358724822,0.00763827182652452
"CD164",1.01722702413403,8.20660467316475,40.1978867861796,0.000222965946652136,0.00764091591273175
"RANBP1",0.998950718775965,8.40682182531524,40.1553543570097,0.000223769992792263,0.00764865494743166
"SHOC2",-1.09033575609352,5.18204480459732,40.1121606082021,0.00022459025558296,0.00765690696095722
"ZNF251",-1.56877104644641,3.78192089960229,40.0681277324983,0.000225430328228997,0.00766342707519063
"ZNF605",-1.79796663738536,4.00868363410458,40.035349157553,0.00022605824073997,0.00766342707519063
"PGBD5",-2.35391349495838,2.60880972685349,39.96546787762,0.000227404219050315,0.00766342707519063
"ST6GALNAC5",-1.69314167202236,3.59639328513045,39.9650784388212,0.000227411748046538,0.00766342707519063
"UBAC2-AS1",2.17400434799623,0.779354235173525,39.9513080531695,0.000227678170588896,0.00766342707519063
"EFNA5",-1.667146228837,1.79588321321836,39.9146236117252,0.000228389830471949,0.0076678697398044
"UTP14C",-1.61427898932923,4.04598393698832,39.8536632680577,0.000229578594858634,0.00767311040126762
"ZKSCAN7",-2.60644449795168,0.467219070440133,39.8471504070702,0.0002297060567661,0.00767311040126762
"DOPEY1",-1.78148032305352,2.18949884457962,39.8007602205883,0.000230616515053473,0.00768373163861141
"SLFN5",-1.77754918303439,4.02587979027127,39.7531796246499,0.000231555029925658,0.00768373163861141
"RGMA",-3.17504316270375,2.95812521060453,39.7151013400989,0.000232309557466337,0.00768373163861141
"KIAA0232",-1.12553187716482,5.50452867998684,39.6950936397468,0.000232707245781989,0.00768373163861141
"KEAP1",-1.14312441289128,5.34287693842309,39.6839877165446,0.000232928363099726,0.00768373163861141
"RCN2",1.02538293677137,7.62969092069335,39.6247222563328,0.000234112782773052,0.00770359176746751
"ACVR2B",-1.4504882728055,4.06418864647789,39.5334761644679,0.000235951100530164,0.00774481676876678
"SRSF2",1.34978210943443,9.38745709198375,39.5006685906079,0.000236616478746747,0.00774743262589597
"SFR1",-1.34667631133177,3.12631818138156,39.430484680865,0.000238047793741659,0.00775817494976193
"ZNF488",-2.10977980862641,2.64545440429084,39.4270774196108,0.000238117555911955,0.00775817494976193
"ING1",1.3194963465748,4.59960787157705,39.1891730145798,0.000243052415226242,0.00789950208504357
"ISCA2",-1.39122740617296,3.88592248568877,39.1327970021518,0.000244240521627978,0.00791866083356591
"NIF3L1",-1.0708711051322,4.74889177559867,39.0779546855016,0.000245403284188843,0.00793690621821518
"RSRP1",2.26149131855483,6.89746720535884,39.022912126698,0.000246577262137822,0.0079498865452686
"FBXL4",-1.65319386459836,2.89369318298851,39.0028639657984,0.000247006604936906,0.0079498865452686
"SOX9",2.78645373335243,8.00354286495106,38.9251790093439,0.000248679129813281,0.00798429011934486
"SAP30L",-1.22109193790418,4.11851989296873,38.8955803921047,0.000249320100783993,0.00798548739266504
"MTHFSD",-1.77496287723534,3.39885054561597,38.7343551703949,0.00025284801852498,0.00804056193038117
"ZNF107",-1.33783652035321,3.07311460247037,38.7337058092882,0.000252862353599575,0.00804056193038117
"MYNN",-1.49055972640255,3.85796874221758,38.7298666852154,0.000252947125568075,0.00804056193038117
"WDR89",-1.51721231725693,4.37371598769439,38.6902675308614,0.000253823594906645,0.00804056193038117
"CCDC102A",-1.64349843541928,3.5308391965333,38.6548246290383,0.000254611295283831,0.00804056193038117
"SKP1",0.907337114656948,7.21904132129974,38.6324243551914,0.000255110707041859,0.00804056193038117
"AL391244.1",-1.82203662354629,2.7807894370479,38.5958968610569,0.000255927714535121,0.00804056193038117
"SKA3",-1.58061498122022,4.84444336625027,38.5817929352044,0.000256244051495665,0.00804056193038117
"CRK",-1.56931030893905,5.62660267681395,38.5699428236421,0.000256510215801395,0.00804056193038117
"FAM53B",-1.36088773704703,3.80549811537585,38.5112818562718,0.000257832899087446,0.00806291628635636
"SMARCAL1",-1.14142954359106,4.18664968168907,38.4598828955442,0.00025899885784493,0.00808027568767153
"DCUN1D1",-0.965354426479805,5.0772314119531,38.3530288749964,0.000261443967405959,0.00810668201617443
"ZNF627",-2.80947561044908,2.52612924978549,38.3518698254625,0.000261470647520715,0.00810668201617443
"THNSL1",-2.17914800075999,2.56520476204418,38.3426155486498,0.000261683793536928,0.00810668201617443
"LAMP2",0.93388210834969,7.67774637896141,38.2247157848322,0.000264418396533211,0.00816096586201486
"ZNF224",-1.7846893524979,3.28519957207379,38.2139461136731,0.000264669969368338,0.00816096586201486
"DR1",1.71535620820251,7.74298242039789,38.1869638891351,0.000265301573240239,0.00816133526933325
"WIPF3",-2.84983843398136,1.26868269464545,38.1607967905971,0.000265915898176794,0.00816133526933325
"NCKAP5L",-1.23431924037716,3.99803128054122,38.1043161551135,0.000267247970518888,0.00817609228038867
"ZNF555",-2.42873029191971,1.32307819793391,38.0517585375854,0.000268495024964741,0.00817609228038867
"NRG3",1.92370714924561,3.75285322261752,38.0256457723146,0.000269117318819123,0.00817609228038867
"BICRAL",-2.19477996411917,4.24812430672826,38.0134437400179,0.000269408724118095,0.00817609228038867
"EBLN3P",-1.08248063873984,5.87037620679057,37.9861741534388,0.000270061396191044,0.00817609228038867
"STIL",-0.867168677993238,6.00212192838873,37.9697098447266,0.000270456411637413,0.00817609228038867
"MFAP3L",-1.65220661428459,3.38851311262657,37.9586010034446,0.000270723345842927,0.00817609228038867
"PIK3IP1",-2.23229536076095,3.23708988213207,37.8661461409899,0.000272957775887214,0.00822479603516187
"C9orf47",2.87984023109889,2.55656359907663,37.8237693357477,0.000273989637828615,0.00823097129118604
"CTGF",4.27206846782073,10.0684035326015,37.7851498013439,0.000274934263975142,0.00823097129118604
"FZD1",1.90178387740785,5.78074806974849,37.7812682610854,0.000275029430806186,0.00823097129118604
"UPF2",-1.02009198082163,6.04496829613495,37.6959516566877,0.000277131650930785,0.00826104569425204
"IFIT3",-3.52513225061908,1.66278055894965,37.6420983726104,0.000278468960178992,0.00826104569425204
"TCEANC2",-1.4750613841954,2.91761309067786,37.630726088245,0.000278752393416822,0.00826104569425204
"REV1",-1.28093611451727,5.16987804355809,37.6285719198046,0.000278806122738909,0.00826104569425204
"KRT18",1.81305297691292,8.7836692031586,37.610419185645,0.000279259403569993,0.00826104569425204
"ARSI",-1.32289788360357,4.62001315969528,37.5895598337347,0.000279781408453652,0.00826104569425204
"RNF219",-1.08113048465964,4.39873880742355,37.4990806513335,0.000282059827349684,0.0083097714837007
"TAB1",-2.31798692139397,4.32939836768112,37.422660219459,0.000284002327418403,0.00834266556213146
"AFF3",-2.9274155276287,4.18035362733123,37.4056209607186,0.00028443772063209,0.00834266556213146
"FOLR1",1.96876549618236,3.40867283792247,37.3026335671129,0.000287087139974107,0.00838648279932345
"ZNF658",-2.02998254152696,1.56380426986043,37.2931136243179,0.000287333602442733,0.00838648279932345
"TRAIP",-1.2096804877319,4.25497274992242,37.2738309286934,0.000287833624954101,0.00838648279932345
"CDAN1",-1.08694775112917,3.78443437763828,37.2320029710313,0.00028892201861744,0.00839969332367361
"ABRAXAS2",-1.54751752867736,4.07338055442786,37.2058701522016,0.000289604626814956,0.00840107456909702
"MAPRE1",1.18833146575074,8.37422799367312,37.108234001599,0.000292172869689482,0.00845402666723442
"EVC",-1.05646352069271,4.07929815618706,37.0839164155786,0.000292816951131975,0.00845402666723442
"HS6ST1",-1.41260642383406,4.84709704259916,37.0476314468095,0.000293781309186337,0.00845402666723442
"ANKLE2",-1.43595940136275,6.50754799878902,37.0399334261228,0.000293986412679758,0.00845402666723442
"WDR33",-1.60680055493016,5.92604891196448,36.9065761227939,0.000297568135124592,0.00853846267121063
"ZC3H12C",-1.60759069437301,3.78104490030807,36.8511477727114,0.000299072884436787,0.00855633468885437
"SLC25A12",-1.24636816494978,4.1035005857372,36.8237328139281,0.000299820653957627,0.00855633468885437
"GLI1",-2.28877995332167,3.74611877282542,36.8123621484484,0.000300131485910828,0.00855633468885437
"CCNA2",-0.892612067826498,6.84942215157197,36.7663181727622,0.000301394286328235,0.00856927414078285
"ADRB2",1.62742799694263,2.99071533813662,36.7469132586371,0.000301928475108519,0.00856927414078285
"ACAP3",0.990836012357409,4.42817776698369,36.7141470172765,0.000302833172583906,0.00856927414078285
"ZNF786",-2.2391171096612,1.02368692301209,36.700317933997,0.000303216020088534,0.00856927414078285
"CDR2L",-1.18979534370733,4.17000505928696,36.6783860042688,0.000303824430906196,0.00856927414078285
"TNS3",-2.17380503021027,6.74049614497005,36.6343960579064,0.000305049360229346,0.00858147670645093
"RSPO3",-2.83150526415477,0.313968597101348,36.6163180294713,0.000305554545565345,0.00858147670645093
"SCML1",1.8958825591941,5.17070919223165,36.4963409412491,0.000308933924867879,0.00864282330503532
"AL135999.1",1.59358704834362,2.68107084283927,36.4924036205679,0.000309045617121387,0.00864282330503532
"ZNF347",-1.92612922638244,3.57866138692529,36.3895546468696,0.000311981168930144,0.00870648226050474
"BIN3",-1.57447495804284,3.69926002206095,36.3666983207989,0.000312638272886283,0.00870648226050474
"JAK3",-1.95741694795834,2.20560569975718,36.3046063269037,0.000314432135817715,0.00873328059803863
"TTI1",-1.15871567386579,5.45589308632971,36.2877621610217,0.000314920989209588,0.00873328059803863
"SPRY4",2.22760539161609,1.95327526672697,36.1821231978191,0.000318008630768879,0.00878509408708236
"TCF20",-0.898155600425094,6.6605464863171,36.1784172729679,0.000318117634390116,0.00878509408708236
"SUV39H2",-1.17049951566795,5.09691011735638,36.1134991298788,0.000320034695818241,0.00881962282559104
"TERF2",-1.04073668615077,4.53870085813179,36.0706706071209,0.00032130735642437,0.00883628630100117
"RRAD",5.61897649688287,5.78471446144356,36.0357353376255,0.000322350157828615,0.00884657238123843
"RHBDL3",-2.30983930704643,3.44791831977983,35.9887010266939,0.000323760805631337,0.00886689013849137
"ZNF91",-2.1871552073748,1.46275419913597,35.9633900208228,0.000324523126539034,0.00886940478896351
"MYC",2.39990733929063,8.62162453275713,35.8810704225302,0.000327018017426774,0.00889586026920156
"KRIT1",-1.15405993089868,4.56665014799003,35.8736855958766,0.000327243002980393,0.00889586026920156
"POLR2D",-0.903761395078493,6.02740837884288,35.8649754544457,0.000327508614386238,0.00889586026920156
"B4GALT5",-1.04856022851178,6.74847405612425,35.8350683714144,0.000328422670979376,0.0089024079748262
"FAM50A",0.966485143654575,6.15559078205907,35.8074804027483,0.000329268679119995,0.008907088113291
"CA2",1.90632246885541,4.48050989253365,35.7747882163892,0.000330274744669799,0.00891607004590225
"CAMKK1",-1.46768699351386,3.97258155951375,35.7324850749444,0.000331582290484259,0.00893313755300565
"TMEM57",-1.06725065065413,3.99382281565911,35.6511712059879,0.000334113853572377,0.00893927614415454
"RPP14",-1.57150506994113,3.77905883978891,35.6376814476365,0.000334536168427693,0.00893927614415454
"ITFG1",0.955698583640721,6.17482954006573,35.6111509069552,0.0003353686921067,0.00893927614415454
"SOWAHC",3.82222547679312,8.84165533876134,35.591447849215,0.00033598864807941,0.00893927614415454
"SRPX2",1.25079225619934,5.18899533370388,35.5878360888533,0.000336102447414949,0.00893927614415454
"ATAD2B",-1.27985616138912,4.09346294386711,35.5817441638694,0.000336294501034811,0.00893927614415454
"TRIM16L",-2.21926981962378,4.98282938479533,35.57394317421,0.000336540635000677,0.00893927614415454
"ZNF8",-1.66360665173534,2.34577736868727,35.465597433035,0.000339982533270024,0.00899635354514029
"BBS12",-2.75524804580734,1.41368508225488,35.4634983479895,0.000340049650179176,0.00899635354514029
"ZCCHC10",-1.15095272896519,4.06124416979022,35.4117335533176,0.000341710053124701,0.00900642623383441
"CDH13",1.11673814461988,6.32451152402068,35.4091836517952,0.00034179210533602,0.00900642623383441
"BMPR1A",-1.72954052147301,4.66277360931141,35.3591627288909,0.000343406702873837,0.00902179280821716
"TICRR",-0.894315263410381,5.58575404762559,35.3177123810088,0.000344751889962022,0.00902179280821716
"DDX47",1.71768430395817,1.77483575869476,35.3018450206048,0.000345268577148212,0.00902179280821716
"MAFK",3.48055642010123,8.27350816837099,35.2984094991786,0.000345380575211493,0.00902179280821716
"ZNF720",-1.55099668290837,2.68230791371821,35.2860039151838,0.00034578537600288,0.00902179280821716
"DNAJC5",-1.0302420858021,5.54568707771064,35.2492631174913,0.000346987734364278,0.00902938366274787
"LINC02476",1.55063373416134,2.54534058351431,35.2211323696994,0.000347911861776402,0.00902938366274787
"PGAM1",0.910783661367625,7.03176931131817,35.2146847954806,0.000348124105533823,0.00902938366274787
"FBXO30",-1.04933831693377,4.61699033619259,35.1916139724835,0.000348884887750086,0.00903140762261866
"MTFR2",-1.68716512942371,2.78493860219166,35.1661154746171,0.0003497281459493,0.00903555452073699
"TRMT1L",-1.71026965937286,3.62042304152034,35.0611874969657,0.000353225158338678,0.00909703323097026
"GPR156",-1.44946331169897,3.11887252766618,35.0534980152251,0.000353483147922491,0.00909703323097026
"SUOX",-2.65953701040301,2.78895727716089,34.9668499568481,0.000356406631560333,0.00914513283240677
"ASB8",-1.14776678234031,3.76504693057891,34.9571776614467,0.000356734845896726,0.00914513283240677
"ZBTB4",-1.51037251794439,4.23376402363494,34.9270283269235,0.000357760345764088,0.00915368250245135
"TUBB2A",3.95954509449013,7.21435080515459,34.8374198871238,0.000360830134026407,0.00919982518135942
"ABL1",-0.910292519848325,6.69984599081042,34.8338028107298,0.000360954737611547,0.00919982518135942
"MN1",-1.77074199566705,4.41145529970325,34.7874611044028,0.00036255592173341,0.00920004133391894
"VBP1",1.07298580050017,7.24339086891572,34.782945506166,0.000362712417908155,0.00920004133391894
"YAE1D1",-1.56114105018771,3.59061286539417,34.7732214104789,0.000363049710939347,0.00920004133391894
"LOXL2",1.29178631863139,7.93832002427059,34.6751724622911,0.000366472688849182,0.0092690262487514
"RUBCN",-1.37342189131236,4.06495492787855,34.5910806001789,0.000369440626675079,0.0093262607054541
"GON4L",-1.29059453567865,4.80710662716519,34.5436136261685,0.000371129205506827,0.00935104215322725
"PARG",-0.985343425703531,4.54408313408425,34.4881216929685,0.000373115521888092,0.0093540371403403
"RGS17",-1.83020981282896,1.75286772915927,34.483607710448,0.000373277682706631,0.0093540371403403
"OTUD6B",1.46518884087354,5.90389509944603,34.4810532157459,0.000373369489726314,0.0093540371403403
"MAP2K4",-1.30528597665762,4.91062449943486,34.4373086980154,0.000374946034006502,0.00937577719818148
"SLC38A9",-1.4038021667369,3.28242609027811,34.3882384765983,0.000376724438476451,0.00939938190054167
"MIDN",2.57558984041873,6.69764859084296,34.372113517943,0.000377311142212551,0.00939938190054167
"CCNF",-1.20736659246203,6.39884518000731,34.316567378449,0.000379340948892751,0.00943148973991501
"UPF3B",-1.38547805885569,3.38352253339814,34.2979044386075,0.00038002600781484,0.00943148973991501
"LAG3",2.36336265484084,2.48396170069024,34.2749345942445,0.000380871285850785,0.00943476660905279
"RNF41",-1.15992651440111,5.12744934864054,34.2213090834894,0.000382853849614917,0.00945128890022331
"CCSER2",-0.903326159479165,5.42003307106506,34.2182521354092,0.000382967255104301,0.00945128890022331
"RASSF9",-2.5141507276878,3.37469474002669,34.1865663098799,0.000384145202462615,0.00946270528524295
"ZFP69",-1.29514914706536,2.50708681703759,34.0851155752267,0.000387947333952653,0.00953860099168346
"ZNF311",-2.21547839725275,1.92993131030531,34.0570185542937,0.000389008658425719,0.00954152544092851
"GALC",0.938144786398533,5.49452939737405,34.0316265416267,0.000389970931293352,0.00954152544092851
"SLC25A29",-1.45846842563495,3.24754595752014,34.0247981258743,0.000390230213451944,0.00954152544092851
"SUPT20H",-0.989286103986135,4.67463471786275,33.9824016957417,0.000391844885971191,0.00954617918486272
"ATP5L",0.972062947413637,7.00322796750055,33.9775724813716,0.000392029336905475,0.00954617918486272
"KDM2B",-1.1292502557313,4.71538688617017,33.9536178502619,0.000392945886844615,0.00954617918486272
"ZNF334",-1.83963594783201,2.88951818222077,33.9441938673655,0.000393307201069714,0.00954617918486272
"ZNF286A",-1.48038561116037,2.23952213917157,33.8390337430186,0.000397367358798279,0.00961903277444427
"KDM5A",-0.848714451530958,6.02305641854897,33.7949101422255,0.000399086548551197,0.00961903277444427
"AFTPH",-1.51296934738933,5.21691716313236,33.7888150341198,0.000399324763371515,0.00961903277444427
"KLHL22",-1.79191947310131,3.06123144139421,33.7689823346035,0.000400101115868891,0.00961903277444427
"COL11A1",0.95169521535136,6.73238252012796,33.7490871442661,0.000400881812585523,0.00961903277444427
"ZNF549",-1.43243968895365,2.91661671197572,33.7402628790838,0.000401228690962192,0.00961903277444427
"CLDN4",1.2913068550905,5.29083342025296,33.7359336374262,0.000401399009033357,0.00961903277444427
"ZFP36L2",3.29422642407602,7.74428478872801,33.7163064181341,0.000402172305168614,0.00962013608095917
"RFWD3",-1.38686428066735,6.41320297369217,33.6662198253284,0.000404154138111411,0.00965009194754105
"IFIH1",-2.38232349632587,2.24411277037779,33.5910703308458,0.000407150636622925,0.00969140628038465
"DNASE1L1",1.0942698558953,4.9893126933113,33.5861024080694,0.000407349704558049,0.00969140628038465
"UVRAG",-1.02660807730959,4.02226918421094,33.5298112407193,0.000409613857304671,0.00971437954689252
"MAP3K14",-1.57939129206042,4.92648283531205,33.5138725199518,0.000410257805394216,0.00971437954689252
"AKAP10",-1.42022627658909,4.31516429272786,33.5074298482494,0.00041051845832423,0.00971437954689252
"KIAA0040",-1.65801015442751,2.89807680671029,33.3887313726743,0.000415357955570414,0.0098047245187664
"NEURL1B",-1.91411828818484,5.37294316545031,33.3770186553459,0.000415839358543262,0.0098047245187664
"TP73",-2.0627236461813,2.98937253936473,33.3595177578496,0.000416559962167124,0.0098047245187664
"SPOP",-0.869008283587301,5.60204249079887,33.232771261981,0.000421825677841583,0.00988627517604157
"MSANTD4",-1.25481208124909,4.57695084168576,33.1973453077861,0.000423312327410703,0.00988627517604157
"AP1G1",-0.856013940004102,6.7059298209186,33.1922225115088,0.000423527847569894,0.00988627517604157
"ST6GAL1",-2.33529900500033,2.33502437408427,33.1880477635275,0.000423703584096633,0.00988627517604157
"DCAF5",-0.819566607618463,6.274826362046,33.1866707833651,0.000423761568250345,0.00988627517604157
"VIPAS39",-1.01916783421688,4.09108520745187,33.1469519018091,0.000425438397682605,0.00990792099391813
"E2F7",-1.03657013336042,5.6770431751333,33.0853450247139,0.000428055738935281,0.00993643296120454
"EAF1",2.58120091949064,6.97151822202375,33.0827831970479,0.000428165012691759,0.00993643296120454
"DCAF10",-1.45830303271026,4.12107479044799,33.039315523922,0.000430024439883106,0.00996210733935855
